Matsuzaka Transportation Warehouse,Matsuzaka Unium Souko,Kamiyacho Station,"Toranomon 4 - chome 2-5 <br> Minato, Tokyo Prefecture 105-0001 <br> Japan",03 3433 2851,,,
Itochu Techno-Solutions Kasai Distribution Center,Ito Choo Techno Solutions Kasai Butsuri Center • Itochu Tekunosoryūshonzu Kasai West Logistics Sentā,Kasairinkaikoen Station,"Rinkai-cho 4-chome 3-1 <br> Edogawa, Tokyo Prefecture 134-0086 <br> Japan",03 5605 2842,,,
Senju warehouse,Senju Socco,null,"Wakasu 2 - chome 6 - 6 <br> Koto, Tokyo Prefecture 136-0083 <br> Japan",03 5569 2311,,,
Kusuhara Transport World Distribution Center,Kusuhara Yuso World Recycle Center - • Kusunoki Transport Wārudo Distribution Senta,null,"Aomi 3 - chome 2-17 <br> Koto, Tokyo Prefecture 135-0064 <br> Japan",03 3520 1781,,,
Liseze box · Reise Nakano central lyse box,Lysebox lyse Nakano tutu Lyze Box • Raizebokkusu · Raize Nakano Chuo Raizebokkusu,Higashi-koenji Station,"Central 5 - chome 23 - 10 <br> Nakano, Tokyo Prefecture 164-0011 <br> Japan",03 5385 3479,,,
Daito Corporation Warehouse Division Sales Department,Daito - Co-Pollution Seoul Gijobu Adapted • Daitōkōporēshon Warehouse Division Sales Dept.,null,"Aomi 4 - chome 1-16 <br> Koto, Tokyo Prefecture 135-0064 <br> Japan",03 3520 1981,,,
Toyo Transportation Warehouse Customs Division,Toucan,"Nishi-Shinbashi, Kasumigaseki Station","Nishi Shinbashi 1 - chome 22 - 10 <br> Minato, Tokyo Prefecture 105-0003 <br> Japan",03 3503 0621,,,
Daimaru Transportation Warehouse,Daimaru Unayu Seoko,Nakakasai,"Nakasaka West 1 - chome 10 - 4 <br> Edogawa, Tokyo Prefecture 134 - 0083 <br> Japan",03 3688 5557,,,
Kyocera Mita Japan Tokyo Logistics Center,Kyoto Ceramita Jayapan Tokyo Brewery Center • Kyoto Seramitajapan Tokyo Logistics Sentā,Iriya,"Iriya 7 - chome 8-1 <br> Adachi, Tokyo Prefecture 121-0836 <br> Japan",03 3857 7781,,,
Sagamiya warehouse,Sagamiya Oko,"Oyada, Towa","Towa 5 - chome 3-8 <br> Adachi, Tokyo Prefecture 120 - 0003 <br> Japan",03 3620 5001,,,
Space Products Rakuraku BOX Reception Center,Space Products Rakuchin Box Uke Tsuke Center • Supēsupurodakutsu Lucky Box Reception Sentā,Setagayadaita Station,"Chidori 2 - chome 14 - 7 <br> Setagaya, Tokyo Prefecture 155-0033 <br> Japan",03 3413 1645,,,
Space Products Rakuraku BOX Reception Center,Space Products Rakuchin Box Uke Tsuke Center • Supēsupurodakutsu Lucky Box Reception Sentā,Roppongi-itchome Station,"Roppongi 2 - chome 2-6 <br> Minato, Tokyo Prefecture 106-0032 <br> Japan",03 5570 5451,,,
Yamate refrigerated Heiwajima Logistic Center,Yamate Lei elephant Haywa Jima Logistic Center • Yamate refrigerated Heiwajima Rojisutikkusentā,Ryutsu Center Station,"Heiwajima 6-chome 23 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3765 4031,,,
Oji Logistics Sales Department Overseas Business Group,Oujibitsu Ryuuyou Touka Tsubu Kaiigai Agorou Group • Oji Logistics Sales Department Overseas Sales Gurūpu,null,"Ginza 5-chome 128 <br> Chūō, Tokyo Prefecture 104-0061 <br> Japan",03 5565 6701,,,
Yamate refrigerated Tokyo logistics center,Yamate Leisho Tokyo Logistics Center • Yamate refrigerated Tokyo Rojisutikkusentā,null,"Heiwajima 5-chome 55 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 5764 1411,,,
Kokusai Aero Marine Tokyo Sales Office,KOKUSAI Aero marine Tokyo alpaca • Kokusaie aromarin Tokyo office,null,"Tokai 4 - chome 2-10 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 3811,,,
Japan Logitem Heiwajima FL Sales office,Nihon Leitem Heiwa Jima F · El Ai Guiyo · Japan Rojitemu Heiwajima Fl Office,null,"Yashio 3 - chome 3 - 22 <br> Shinagawa, Tokyo Prefecture 140-0003 <br> Japan",03 3799 1810,,,
Sun Logis Plan,Sanrojipuran,"Kandatsukasamachi, Kanda Nishiki-cho","Uchinjida 1 - chome 11 - 10 <br> Chiyoda, Tokyo Prefecture 101-0047 <br> Japan",03 3518 0906,,,
Lingdong Transportation Warehouse,Ryotou Unyo Souko,Minamimizumoto,"Shinjuku 6 - chome 1-1 <br> Katsushika, Tokyo Prefecture 125 - 0051 <br> Japan",03 3627 9741,,,
Tokyo Saraya Tokyo Logistics Center,Tokyo Saraya Tokyo Ruby Center • Tokyo Saraya Tokyo Logistics Sentā,null,"Ryoke 5 - chome 6 - 11 <br> Kawaguchi, Saitama Prefecture 332 - 0004 <br> Japan",048 228 3080,,,
Kyoei Green Service,Kiyo Wei Green Service • Kyoei Gurīnsābisu,"Nishigaoka, Motohasunuma Station","Shimizu-cho 88-16 <br> Itabashi, Tokyo Prefecture 174 - 0053 <br> Japan",03 3962 2805,,,
Lise box · Raisé Komagata lise box,Raise Box Risee Komagata Lyse Box • Raizebokkusu · Raize Komagata Raizebokkusu,Komagata,"Komagata 2 - chome 5-6 <br> Taitō, Tokyo Prefecture 111-0043 <br> Japan",03 5828 6207,,,
Yamate refrigerated Seongnam logistics center,Yamate Lei Zou Jou Nan Logistics Center • Yamate cold storage Jongno Rojisutikkusentā,null,"Seongnam-jima 5-chome 1-1 <br> Ōta, Tokyo Prefecture 143-0002 <br> Japan",03 3799 8230,,,
Kunihiro Tokyo Sales Office,Kunihiro Tokyo Awase Shop • Kunihiro Tokyo Sales Office,null,"Tsukiji 6 - chome 15 - 6 <br> Chūō, Tokyo Prefecture 104-0045 <br> Japan",03 5550 0440,,,
KC Logistics Tokyo Office,Keesi Logistics Tokyo Office • Kcrojisutikusu Tokyo Ofisu,Horikiri Station,"Sumida 5 - chome 17 - 4 <br> Sumida, Tokyo Prefecture 131-0031 <br> Japan",03 3610 2351,,,
Mitake warehouse,Santa Claus,"Honjoazumabashi Station, Tokyo Skytree Station","Azumabashi 3-chome 94 <br> Sumida, Tokyo Prefecture 130-0001 <br> Japan",03 3623 7840,,,
International Green Service,Intanashonarugurinbaby,null,"Tokai 3 - chome 7-1 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 5492 1851,,,
Atsugi Genro forest,Ca) Atsugi Gen Lendou,Tokyo Station,"Yaesu 2-chome 212 <br> Chūō, Tokyo Prefecture 104-0028 <br> Japan",03 3274 5381,,,
Housui Tsukiji Refrigerator,Housoui Tsukizi Layozo ♦ Housui Tsukiji Refrigerator,null,"Tsukiji 5 - chome 2-1 <br> Chūō, Tokyo Prefecture 104-0045 <br> Japan",03 3541 4430,,,
TOYOSHI CORPORATION Headquarters Building Division,Tokyo yomi lei elephant honkyako umka,null,"Toyohikamachi 139 <br> Chūō, Tokyo Prefecture 104-0055 <br> Japan",03 3533 1437,,,
Tokyo warehouse transportation,Toukyo Ueyu,null,"Coast 3 - chome 5-10 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3453 8261,,,
Nikko Warehouse,Nitatsuko,Kita Akabane Station,"Ichiba 1 - chome 2 - 27 <br> Kita, Tokyo Prefecture 115-0051 <br> Japan",03 3966 8486,,,
Koa made ice refrigerated,Ko Asai leopard elephant,"Misuji, Shin Okachimachi Station","Three Muscle 2 - chome 21 - 9 <br> Taitō, Tokyo Prefecture 111-0055 <br> Japan",03 5833 3521,,,
"Chiba Port Lucky Warehouse Co., Ltd. Urayasu 3rd warehouse",Ciba Cowun Souko Rayas Daisan Souko,null,"Chidori 10-29 <br> Urayasu, Chiba Prefecture 279-0032 <br> Japan",047 306 6151,,,
Mitsuwa Industry Kiyokawa Warehouse,Mitsuwa sanboshi kiyokawa oko • Mitsuwa industry Kiyokawa warehouse,null,"Kiyokawa 1 - chome 161 <br> Taitō, Tokyo Prefecture 111-0022 <br> Japan",03 3873 2866,,,
Tokyo constant temperature refrigeration,Tokyo Teyon Rey elephant,null,"Konan 5-chome 141 <br> Minato, Tokyo Prefecture 108-0075 <br> Japan",03 3474 2041,,,
"Shibaura Business Office, Tohru Enterprise",Toyo Rikyo,Shibaura-futo Station,"Coast 3 - chome 1919 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3455 3685,,,
Yakura warehouse,Yagura Souko,Osaki Station,"Osaki 5-chome 106 <br> Shinagawa, Tokyo Prefecture 141-0032 <br> Japan",03 3779 9801,,,
Aokon,Aocon,null,"Heiwajima 2 - chome 1-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 5762 0290,,,
Iceco,Aisuko,null,"Yushima 3-chome 231 <br> Bunkyo, Tokyo Prefecture 113-0034 <br> Japan",03 3837 3811,,,
Kyoei Shoji Logistics Division Heiwajima Logistics Center,"Kyotoe Shouji Logistics Jigyo-boulevard Heiwa Jimbutsu Center • Kyoei Trading Co., Ltd. Rojisutikusu Division Heiwajima Logistics Sentā",Ryutsu Center Station,"Heiwajima 3 - chome 4-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3765 3301,,,
Itoh Electric Warehouse,Itooki Densoko,null,"Hatchobori 4 - chome 13 - 9 <br> Chūō, Tokyo Prefecture 104-0032 <br> Japan",03 3551 0026,,,
Tokyo Food Center,Tokyo Ryou Center • Tokyo Food Sentā,null,"Tatsumi 1 - chome 5-10 <br> Koto, Tokyo Prefecture 135-0053 <br> Japan",03 3521 7101,,,
Sinses Tokyo Distribution Center,Synthes Tokyo Butsu Center • Shinsesu Tokyo Logistics Sentā,Oi Keibajomae Station,"Katsushima 1 - chome 1-1 <br> Shinagawa, Tokyo Prefecture 140-0012 <br> Japan",03 3768 8861,,,
Daido refrigeration,Daido Rey elephant,null,"Tsukiji 4 - chome 5-5 <br> Chūō, Tokyo Prefecture 104-0045 <br> Japan",03 3543 3831,,,
Mitsui warehouse express,Mitsui Souko Express • Mitsui warehouse Ekusupuresu,"Onarimon Station, Atago, Shinbashi Station","Nishi Shinbashi 3 - chome 20-1 <br> Minato, Tokyo Prefecture 105-0003 <br> Japan",03 5776 5100,,,
Alpha Trunk Gotanda,Alpha Trunk Gotanda • Arufatoranku Gotanda,null,"Nishi Gotanda 7 - chome 17 - 5 <br> Shinagawa, Tokyo Prefecture 141-0031 <br> Japan",03 5436 5889,,,
Trunk room Edogawa Shinozaki cho store,Trunk room Edogawa Shinozoki Chowen • Torankurūmu Edogawa Shinozaki cho store,Shinozaki Station,"Shinozaki cho 7 - chome 12 - 21 <br> Edogawa, Tokyo Prefecture 133-0061 <br> Japan",03 3678 9091,,,
Ohori Industry Kawaguchi Sales Office,Snowflakes Saw fish awl,null,"Suehiro 1 - chome 22-5 <br> Kawaguchi, Saitama Prefecture 332-0006 <br> Japan",048 224 1160,,,
Miyuki Transport Shinkiba Distribution Center,Miyuki Transport Shinkiba Butu Center • Miyukitoransupōto Shinkiba Logistics Sentā,null,"Shinkiba 3 - chome 4-8 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 3522 0506,,,
Suzuki Kosan,Suzuki Koussan,Yokokawa,"Yokokawa 1 - chome 1-10 <br> Sumida, Tokyo Prefecture 130-0003 <br> Japan",03 3622 0815,,,
Sumitomo Warehouse Tokio Marine Operations Division Aoyama Container Terminal Division,Sumitomo Sookotei citrus fruit ___ ___ ___ ___ 0 Tomomi Branch • Sumitomo Warehouse Tokio Marine Operations Division Aoyama Kontenatāminaru Category,null,"Qinghai 2 - chome 31-2 <br> Koto, Tokyo Prefecture 135-0064 <br> Japan",03 3528 0850,,,
JR East Japan Logistics Shinkiba warehouse,JR Higashi Nihon Butsu Rinku Shinki Bashi Tenxoko • Jeiāru East Japan Distribution Shinkiba Warehouse,null,"Shinkiba 1 - chome 79 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 5569 2275,,,
Kawanishi warehouse Keihin Oi business office,Kawanishi Seikei Keihin Shiten ooy Awa Shoto,null,"Tokai 4 - chome 7 - 18 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 5261,,,
Space Products Rakuraku BOX Reception Center,Space Products Rakuchin Box Uketsuket Center - • Supēsupurodakutsu Lucky Box Reception Sentā,null,"Ebara 1 - chome 14 - 8 <br> Shinagawa, Tokyo Prefecture 142-0063 <br> Japan",03 3788 0546,,,
Meitetsu Transportation Marine Logistics Center,Meitetsu Unyu Rin Kaibutsu Ryu Center • Meitetsu Transportation Marine Logistics Sentā,Kasairinkaikoen Station,"Rinkai-cho 4-chome 3-1 <br> Edogawa, Tokyo Prefecture 134-0086 <br> Japan",03 3689 4342,,,
Yamato Logistics Tokyo BIZ Sales Logistics Center,Yamato Logistics Tokyo Biz Hambite Butsuri Center • Yamatorojisutikusu Tokyo Biz Sales Logistics Sentā,null,"Tokai 2 - chome 1 - 2 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 7070,,,
Maruyoshi Transport Edogawa Warehouse,Maruyo Uyu Ed Gawa Seo Ko,Kasai station,"Higashikasai 5 - chome 7 - 7 <br> Edogawa, Tokyo Prefecture 134 - 0084 <br> Japan",03 3688 1013,,,
ISS Planning and Development Office,ISS Kikaku Kaihatsu Shitsu • Ai · Esu · Esu Planning and Development Office,Iwamotocho Station,"Iwamoto cho 2 chome 1-15 <br> Chiyoda, Tokyo Prefecture 101-0032 <br> Japan",03 3865 3132,,,
Sumitomo Warehouse Tokyo Headquarters Tokyo Sales Division Sales Division 3,Sumitomo Sooko Tokyo Honchato Houjyou Bui Dai Sanka,null,"Shinkawa 2 - chome 27-1 <br> Chūō, Tokyo Prefecture 104-0033 <br> Japan",03 3297 2510,,,
Mikyo Trunk Inn Torigoe,Sankyo Trunk Intrigo et al • San Jose Torankuin Torigoe,"Kojima, Torigoe, Shin Okachimachi Station","Torigoe 1 - chome 22-4 <br> Taitō, Tokyo Prefecture 111-0054 <br> Japan",03 5835 0269,,,
Taisei warehouse headquarters,Taisei Souko Honshia,Senjumidoricho,"Senju Miyamoto Town 28 - 6 <br> Adachi, Tokyo Metropolitan Government 〒 120 - 0043 <br> Japan",03 3888 4141,,,
Tsukishima Warehouse Headquarters Timely Support Section,Tsukishima Soho Kohon Sha Timely Support Ka • Tsukishima Warehouse Headquarters Taimurīsapōto Division,null,"Kachidoki 4 - chome 14 - 22 <br> Chūō, Tokyo Prefecture 104-0054 <br> Japan",03 3532 1700,,,
Astra Inn Tokyo Sales Office,ASTRA IN TOKYO ASIA INTERNATIONAL • Asutorain Tokyo Sales Office,null,"Nihonbashi Kodenma Town 11 - 9 <br> Chūō, Tokyo Prefecture 103-0001 <br> Japan",03 3667 5661,,,
Ｔｗｉｎｓｔａｒｌｏｇｉｓｔｉｃｓ,Twainstar Logistics,Shinden,"Nitta 2 - chome 9 - 32 <br> Adachi, Tokyo Prefecture 123-0865 <br> Japan",03 5959 3552,,,
Koiwa Warehouse Transportation,Koiwa Seoko Unuleu,null,"Minami Koiwa 5 - chome 13 - 12 <br> Edogawa, Tokyo Prefecture 133-0056 <br> Japan",03 3658 1161,,,
Keihin New Odaiba Distribution Center,Keihin Shin Odai Valley Center · Keihin New Odaiba Distribution Sentā,null,"Aomi 4 - chome 4 - 19 <br> Koto, Tokyo Prefecture 135-0064 <br> Japan",03 3520 1901,,,
Hokuto container transportation,Hokuto container Youso Do • Hokutokontena transport,null,"Ariake 4 - chome 15 <br> Koto, Tokyo Prefecture 135-0063 <br> Japan",03 3527 7078,,,
Lingdong Transportation Warehouse,Ryoyu Ueyu Seoko,null,"Shinjuku 5 - chome 13 - 3 <br> Katsushika, Tokyo Prefecture 125 - 0051 <br> Japan",03 3607 1205,,,
Keihin Konan Sales Office,Keihin Konan Adobe • Keihin Konan Sales Office,null,"Coast 3 - chome 4-20 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3456 7911,,,
GROWS CORPORATION,Gurouazukōporēshon,Ebisu Station,"Ebisu 1-chome 21-14 <br> Shibuya, Tokyo Prefecture 150 - 0013 <br> Japan",03 3446 4590,,,
Kanaflex Corporation Tokyo warehouse,Canaflex Corporation Tokyo Fukuoka • Kanafurekkusukōporēshon Tokyo warehouse,null,"Kameido 6 - chome 49 - 12 <br> Koto, Tokyo Prefecture 136-0071 <br> Japan",03 5627 8468,,,
E storage space 24 Komatsugawa,Ichiba Space Niju Yonkoma Tsugawa • E Storage Supēsu 24 Komatsu River,null,"Harumi 3 - chome 3-3 <br> Chūō, Tokyo Prefecture 104-0053 <br> Japan",0120 69 6616,,,
Moriya Kogyo,Moriya Kouyou,null,"2-3 chome iron and steel street 2-3 <br> Urayasu, Chiba Prefecture 279 - 0025 <br> Japan",047 354 7543,,,
Mitsui-koraku Kanto branch Tokyo port office A warehouse · Mitsui wine house,Mitsui Seoko Canto shosha Tokyo Kou Jimusho AGW Muko wine house • Mitsui-ken Kanto branch Tokyo port office A warehouse · Mitsuiwainhausu,null,"Aomi 4 - chome 6 - 21 <br> Koto, Tokyo Prefecture 135-0064 <br> Japan",03 3520 1616,,,
Sun Salt Tokyo Sales Office,Nichien Toukyou Aouchoso,Shibaura-futo Station,"Coast 3 - chome 19 - 8 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3455 5441,,,
Freshman circulation,Daiichi Ryubutsu,null,"Tojo 4 - chome 6 - 5 <br> Kawaguchi, Saitama Prefecture 332 - 0003 <br> Japan",048 226 4381,,,
Sumitomo Warehouse Tokyo Head Office Division,Sumitomo Sooko Tokyo Hong シ ャ ジ ジ ョ ブ,null,"Shinkawa 2 - chome 271 <br> Chūō, Tokyo Prefecture 104-0033 <br> Japan",03 3297 2513,,,
Alpha Trunk Shibuya,Alpha Trunk Shibuya • Arufatoranku Shibuya,"Uguisudanicho, Shibuya Station","Shibuya 3 - chome 26-16 <br> Shibuya, Tokyo Prefecture 150-0002 <br> Japan",03 5467 1010,,,
SOOKEN BIOBACS,Soukenbibakkusu,"Ushigome Kagurazaka Station, Iidabashi","Kagurazaka 3-chome 2 <br> Shinjuku, Tokyo Prefecture 162-0825 <br> Japan",03 3513 0388,,,
Kase warehouse,Kasseugou,Nippori Station,"Nishinippori 2 - chome 20-1 <br> Arakawa, Tokyo Prefecture 116-0013 <br> Japan",03 5604 3888,,,
Kishin Tokyo Distribution Center,Keishin Tokyo Ruby Center • Keishin Tokyo Logistics Sentā,null,"Shin sand 1 - chome 13 - 9 <br> Koto, Tokyo Prefecture 136-0075 <br> Japan",03 3647 3411,,,
Okada circulation,Okabariyutsu,null,"Honcho 2 - chome 4-20 <br> Kawaguchi, Saitama Prefecture 332-0012 <br> Japan",048 223 6740,,,
Hikahisa,Hikosin,Ichinoe Station,"4 - chome Harune Town 1 - 25 <br> Edogawa, Tokyo Prefecture 134 - 0003 <br> Japan",03 3654 8841,,,
Fuji Port Law Shibaura Pier Warehouse Office,Fujikoun shibaura Futou Souko Jimusho,Shibaura-futo Station,"Coast 3 - chome 281 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3452 7801,,,
Kyoryi Commercial Logistics Division Kasai Distribution Center,"Kyotoe Shouji Logistics Jigyo-bashi Kasai Butu Ryu Center • Kyoei Trading Co., Ltd. Rojisutikusu Division Kasai Distribution Sentā",Kasairinkaikoen Station,"Rinkaicho 3 - chome 5-1 <br> Edogawa, Tokyo Prefecture 134-0086 <br> Japan",03 3877 7411,,,
Hirata Warehouse Tokyo Ariake Green Lisa,Hirata Seoko Toshiyoshiten Ariake Green Riso • Hirata Warehouse Tokyo Ariake Gurīnrizo,null,"Ariake 4 - chome 4 - 17 <br> Koto, Tokyo Prefecture 135-0063 <br> Japan",03 3529 2100,,,
Iwanuma Transportation Warehouse,O&#39,Neuman Un Yu Seoko,null,"Nishi-no-Noge 3 - chome 31 - 21 <br> Edogawa, Tokyo Prefecture 132 - 0023 <br> Japan",0120 18 6855,,
Lysebox · Raise Ebisu Lysis Box,Lyze box lyse Evisolise box • Raizebokkusu · Raize Ebisu Raizebokkusu,null,"Ebisu 2-chome 24 - 8 <br> Shibuya, Tokyo Prefecture 150 - 0013 <br> Japan",03 3449 2116,,,
Nakano Mitsubuta warehouse,Nakano Sambuyatsuya,Tawaramachi Station,"Kotobuki 2 - chome 6 - 16 <br> Taitō, Tokyo Prefecture 111-0042 <br> Japan",03 3841 6906,,,
Sumida warehouse,Sumida Souko,Yokokawa,"1-2 Chomechuhei 1-9 <br> Sumida, Tokyo Prefecture 130-0002 <br> Japan",03 3622 2369,,,
Ohthys Linhai Center,Authorized Rinkai Center • Ōtīesu Rinkai Sentā,Kasairinkaikoen Station,"Rinkai-cho 3-chome 51 <br> Edogawa, Tokyo Prefecture 134-0086 <br> Japan",03 3877 7251,,,
Sumitomo Warehouse Tokyo Headquarters Tokyo Sales Division Sales Division 1,Sumitomo Sawako Tokyo Shonto Tokyo Agoraphoba Dai Ikka,null,"Shinkawa 2 - chome 27-1 <br> Chūō, Tokyo Prefecture 104-0033 <br> Japan",03 3297 2515,,,
Bean source distribution center,Mame Genketsu Ryu Center • Bean source logistics Sentā,null,"Yoga 3 - chome 5-3 <br> Setagaya, Tokyo Prefecture 158 - 0097 <br> Japan",03 3707 7733,,,
Itochu Logistics Center Second Headquarters Kanto Distribution Center,Itoh Chu Logistics Center Dyni Hombu Kantouzu Center • ITOCHU Rojisutikususentā 2nd Headquarters Kanto Logistics Sentā,null,"Shin sand 1 - chome 13 - 9 <br> Koto, Tokyo Prefecture 136-0075 <br> Japan",03 5683 1451,,,
Matsuoka cold storage accounting section,Matsuoka Rei zoo keireika,null,"Konan 5 - chome 3 - 23 <br> Minato, Tokyo Prefecture 108-0075 <br> Japan",03 3471 6367,,,
Tokyo housing refrigeration,TOKYO DANCHI Ray elephant,Ryutsu Center Station,"Heiwajima 6 - chome 2 - 25 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3765 6441,,,
Abe warehouse,Abesco,null,"Toyo 2 - chome 2-20 <br> Koto, Tokyo Prefecture 135-0016 <br> Japan",03 3644 5248,,,
Odakyu Closet Kyodo,Odakyu Closet Kyodo • Odakyu Kurōzetto Kyodo,"Yamashita Station, Gotokuji Station","Miyasaka 2 - chome 27 - 18 <br> Setagaya, Tokyo Prefecture 156 - 0051 <br> Japan",03 5451 6522,,,
Japan Otis Elevator Kanto Branch Warehouse,Nippon Otis Elevator Canto Shisha Souko • Japan Ōchisu · Erebēta Kanto Branch Warehouse,Ryutsu Center Station,"Heiwajima 6 - chome 1-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3762 5067,,,
Toyo Kento Tokyo JCL Ariake Sales Office,Toyo Futou Tokyo Città JC L El Ariake Houjou,null,"Ariake 3 - chome 15 - 13 <br> Koto, Tokyo Prefecture 135-0063 <br> Japan",03 3570 6521,,,
Tokyo Toyohako refrigerated Toyuma Factory,Toyotomi Lei elephant Toyomi daughter,null,"Toyohikamachi 139 <br> Chūō, Tokyo Prefecture 104-0055 <br> Japan",03 3533 1431,,,
Pax refrigeration,Pakkusu Izu • Pakkusu refrigerated,Ryutsu Center Station,"Heiwajima 3 - chome 2 - 27 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3765 6421,,,
Lise Box,Raizebokkusu,"Awajicho Station, Ogawamachi Station, Akihabara Station","Kanda Sumida-cho 1-chome 5 <br> Chiyoda, Tokyo Prefecture 101-0041 <br> Japan",0120 16 1857,,,
Japan Transcity Sales Promotion Office,Nihon Transcity Academy of Switzerland • Japan Toransushiti Sales Promotion Office,Shinagawa Station,"Takanawa 3 - chome 23 - 17 <br> Minato, Tokyo Prefecture 108-0074 <br> Japan",03 6409 0380,,,
Sumitomo Warehouse Tokyo Headquarters Maritime Business Division Maritime Sales Division,Sumitomo Sooke Toyo Hon Shiya Kaiji Yogi Yumi Bukai Jiyo Ai Gui Yuka,null,"Shinkawa 2 - chome 271 <br> Chūō, Tokyo Prefecture 104-0033 <br> Japan",03 3297 2514,,,
Maruji Transportation Fan Warehouse,Maru Isuyunu Ougi Souko,Ougiohashi Station,"Fan 1 - chome 55 - 23 <br> Adachi, Tokyo Prefecture 123-0873 <br> Japan",03 3856 4680,,,
Tokyo Logisch,Tokyo Logistics Match • Tokyo Rojimatchi,"Daimon Station, Hamamatsucho Station","Hamamatsucho 1 - chome 29 - 10 <br> Minato, Tokyo Prefecture 105-0013 <br> Japan",03 5733 2756,,,
Umeda Transportation Warehouse Adachi Sales Office,Umeda Unyu Seoko Adachi Aiyoosho,null,"9-1 Senju Sekiya Town <br> Adachi, Tokyo Metropolitan Government 〒 120-0024 <br> Japan",03 5284 3502,,,
Fuji warehouse Tokyo,Fuji Soko Citen,Shiodome Station,"Higashi Shinbashi 2 - chome 18-3 <br> Minato, Tokyo Prefecture 105-0021 <br> Japan",03 6430 6673,,,
Space Products Rakuraku BOX Reception Center,Space Products Rakuchin Box Uke Tsuke Center • Supēsupurodakutsu Lucky Box Reception Sentā,"Shinsen Station, Shoto, Nanpeidai cho","Shinenizumi 20 - 21 <br> Shibuya, Tokyo Prefecture 150-0045 <br> Japan",03 3780 9012,,,
Kikuchi Transportation Warehouse,Kikuchi Unyu Sokko,Shiodome Station,"Higashi Shinbashi 1 - chome 10-1 <br> Minato, Tokyo Prefecture 105-0021 <br> Japan",03 6215 8671,,,
Lyze Box · Risee Higashi Nippori Lyse Box,Lyze box lise Higashi Nipporipase Box • Raizebokkusu · Raize Higashi Nippori Raizebokkusu,Minowa Station,"Higashi Nippori 1 - chome 20-4 <br> Arakawa, Tokyo Prefecture 116-0014 <br> Japan",03 3803 3235,,,
Kyoei Environment Warehouse,Kyo no Muko,Higashi-hokima,"Minami Flower 2 - chome 46 - 8 <br> Adachi, Tokyo Metropolitan Government 〒 121 - 0022 <br> Japan",03 3884 6353,,,
Wako Distribution Center,Wako Brewery Center • Wako Logistics Sentā,null,"Heiwajima 2 - chome 1-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 5762 0991,,,
Wakasu branch office,Maruhachi Softwood Forsythia,null,"Wakasu 2 - chome 5 - 15 <br> Koto, Tokyo Prefecture 136-0083 <br> Japan",03 5569 5508,,,
Trunk room Nishikamo,Trunk room Nishigamo • Torankurūmu Nishikamo,null,"Nishi Damo 2 - chome 21 - 7 <br> Toshima, Tokyo Prefecture 170-0001 <br> Japan",0120 69 9567,,,
SI Eye Logistics,SI Eye Logistics • Esuaiai · Rojisutikusu,null,"Tatsumi 2 - chome 3-5 <br> Koto, Tokyo Prefecture 135-0053 <br> Japan",03 5534 7091,,,
Kowa Shoji,Kowa Shouji • Kōwa Shoji,null,"Tokumaru 4 - chome 14 - 18 <br> Itabashi, Tokyo Prefecture 175-0083 <br> Japan",03 3935 3722,,,
First warehouse Heiwajima warehouse,Daiichi Seoko Heiwa Jima Seo Ko,Ryutsu Center Station,"Heiwajima 3 - chome 4-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3763 9561,,,
Sanshin Industrial Warehouse,Sanshin Sangyo Souko,null,"Iizuka 3 - chome 10-15 <br> Kawaguchi, Saitama Prefecture 332 - 0023 <br> Japan",048 253 1166,,,
East Japan Express,Higashi Nihon cucumber,Omori Station,"Omori Kita 1 - chome 16 - 6 <br> Ōta, Tokyo Prefecture 143-0016 <br> Japan",03 3768 9700,,,
Kajundo Kasai warehouse,Koi Young Daisakusai,null,"Higashi Sand 3 - chome 22 - 8 <br> Koto, Tokyo Prefecture 136-0074 <br> Japan",03 3646 6811,,,
Hirata warehouse head office,Hirata Souko Honshia,null,"Chitose 1 - chome 1-6 <br> Sumida, Tokyo Prefecture 130 - 0025 <br> Japan",03 3632 0779,,,
